Day,Len,State,EV,Dem,GOP,Date,Pollster
297,3,New Jersey,14,51,41,Oct 25,Global Strategy-3
290.5,2,New Jersey,14,54,40,Oct 18,SurveyUSA-2
288,7,New Jersey,14,53,38,Oct 18,Richard Stockton College-7
285,5,New Jersey,14,51,43,Oct 14,Quinnipiac U.-5
279,5,New Jersey,14,51,40,Oct 08,Global Strategy-5
271.5,4,New Jersey,14,56,39,Sep 30,Rutgers-Eagleton-4
264,5,New Jersey,14,52,37,Sep 23,Monmouth U.-5
253.5,4,New Jersey,14,51,37,Sep 12,Global Strategy-4
252,7,New Jersey,14,52,38,Sep 12,Fairleigh Dickinson U.-7
242,7,New Jersey,14,51,44,Sep 02,Quinnipiac U.-7
236,3,New Jersey,14,51,37,Aug 25,Rutgers-Eagleton-3
207,7,New Jersey,14,49,36,Jul 29,Fairleigh Dickinson U.-7
201,5,New Jersey,14,50,42,Jul 22,Monmouth U.-5
193,7,New Jersey,14,49,38,Jul 15,Quinnipiac U.-7
153,5,New Jersey,14,56,33,Jun 04,Rutgers-Eagleton-5
131.5,6,New Jersey,14,49,39,May 14,Quinnipiac U.-6
123,7,New Jersey,14,50,36,May 06,Fairleigh Dickinson U.-7
96,7,New Jersey,14,49,40,Apr 09,Quinnipiac U.-7
67,7,New Jersey,14,50,37,Mar 11,Fairleigh Dickinson U.-7
56,3,New Jersey,14,52,38,Feb 26,SurveyUSA-3
55,7,New Jersey,14,49,39,Feb 27,Quinnipiac U.-7
41,3,New Jersey,14,56,31,Feb 11,Rutgers-Eagleton-3
13,7,New Jersey,14,48,38,Jan 16,Quinnipiac U.-7
7.5,4,New Jersey,14,52,37,Jan 09,PPP-4
1,1,New Jersey,14,57,42,Jan 01,Election 2008-1
297,3,New Mexico,5,50,41,Oct 25,Research and Polling-3
296.5,2,New Mexico,5,53,44,Oct 24,PPP-2
283,3,New Mexico,5,49,39,Oct 11,Research and Polling-3
281,1,New Mexico,5,54,43,Oct 08,Rasmussen-1
275.5,2,New Mexico,5,52,43,Oct 03,PPP-2
270,1,New Mexico,5,51,40,Sep 27,Rasmussen-1
251,3,New Mexico,5,53,42,Sep 09,PPP-3
247.5,4,New Mexico,5,45,40,Sep 06,Research and Polling-4
233,1,New Mexico,5,52,38,Aug 21,Rasmussen-1
195.5,4,New Mexico,5,49,44,Jul 16,PPP-4
110.5,4,New Mexico,5,54,40,Apr 22,PPP-4
93,1,New Mexico,5,52,36,Apr 03,Rasmussen-1
45,1,New Mexico,5,55,36,Feb 14,Rasmussen-1
1,1,New Mexico,5,57,42,Jan 01,Election 2008-1
297,3,New York,29,62,33,Oct 25,SurveyUSA-3
296,3,New York,29,59,35,Oct 24,Siena Coll.-3
292.5,4,New York,29,61,35,Oct 21,Marist Coll.-4
249.5,6,New York,29,62,34,Sep 09,Quinnipiac U.-6
228.5,6,New York,29,62,33,Aug 19,Siena Coll.-6
201,7,New York,29,55,32,Jul 23,Quinnipiac U.-7
193.5,6,New York,29,61,34,Jul 15,Siena Coll.-6
155.5,4,New York,29,59,35,Jun 06,Siena Coll.-4
145,7,New York,29,56,31,May 28,Quinnipiac U.-7
128,5,New York,29,57,37,May 10,Siena Coll.-5
101,3,New York,29,57,35,Apr 12,Marist Coll.-3
92.5,4,New York,29,60,35,Apr 04,Siena Coll.-4
89.5,6,New York,29,56,33,Apr 02,Quinnipiac U.-6
58.5,4,New York,29,60,34,Feb 29,Siena Coll.-4
56,3,New York,29,60,30,Feb 26,SurveyUSA-3
41.5,6,New York,29,52,35,Feb 13,Quinnipiac U.-6
30.5,4,New York,29,63,31,Feb 01,Siena Coll.-4
18.5,2,New York,29,58,35,Jan 19,Marist Coll.-2
1,1,New York,29,63,36,Jan 01,Election 2008-1
303,3,North Carolina,15,49,49,Oct 31,PPP-3
300.5,4,North Carolina,15,45,50,Oct 29,SurveyUSA-4
299,9,North Carolina,15,45,46,Oct 30,High Point University-9
298,1,North Carolina,15,46,52,Oct 25,Rasmussen-1
297,3,North Carolina,15,48,48,Oct 25,PPP-3
296.5,6,North Carolina,15,45,45,Oct 26,Elon U.-6
290,1,North Carolina,15,46,52,Oct 17,Rasmussen-1
286,3,North Carolina,15,47,49,Oct 14,PPP-3
282,1,North Carolina,15,48,51,Oct 09,Rasmussen-1
277.5,12,North Carolina,15,46,45,Oct 10,High Point University-12
275,1,North Carolina,15,47,51,Oct 02,Rasmussen-1
273,3,North Carolina,15,49,47,Oct 01,SurveyUSA-3
272,3,North Carolina,15,46,50,Sep 30,ARG-3
271.5,4,North Carolina,15,48,48,Sep 30,PPP-4
267,3,North Carolina,15,48,46,Sep 25,Marist Coll.-3
260,5,North Carolina,15,48,46,Sep 19,Purple Strategies-5
256,1,North Carolina,15,45,51,Sep 13,Rasmussen-1
256,11,North Carolina,15,46,43,Sep 18,High Point University-11
251,3,North Carolina,15,49,48,Sep 09,PPP-3
248,3,North Carolina,15,43,53,Sep 06,SurveyUSA-3
244,3,North Carolina,15,48,48,Sep 02,PPP-3
240,5,North Carolina,15,43,46,Aug 30,SurveyUSA-5
239.5,6,North Carolina,15,43,47,Aug 30,Elon U.-6
236,5,North Carolina,15,47,48,Aug 26,ORC International-5
232.5,6,North Carolina,15,43,43,Aug 23,SurveyUSA-6
215.5,4,North Carolina,15,49,46,Aug 05,PPP-4
213,1,North Carolina,15,44,49,Aug 01,Rasmussen-1
187.5,4,North Carolina,15,47,46,Jul 08,PPP-4
185.5,8,North Carolina,15,48,49,Jul 08,Project New America-8
181,3,North Carolina,15,45,50,Jul 01,SurveyUSA-3
176,1,North Carolina,15,44,47,Jun 25,Rasmussen-1
175.5,2,North Carolina,15,46,44,Jun 25,Marist Coll.-2
159.5,4,North Carolina,15,46,48,Jun 10,PPP-4
139.5,4,North Carolina,15,44,45,May 21,SurveyUSA-4
134,1,North Carolina,15,43,51,May 14,Rasmussen-1
131.5,4,North Carolina,15,48,47,May 13,PPP-4
118,5,North Carolina,15,47,43,Apr 30,SurveyUSA-5
100,1,North Carolina,15,44,46,Apr 10,Rasmussen-1
95.5,4,North Carolina,15,49,44,Apr 07,PPP-4
93.5,4,North Carolina,15,47,47,Apr 05,Marist Coll.-4
68.5,4,North Carolina,15,49,46,Mar 11,PPP-4
35,3,North Carolina,15,47,46,Feb 05,PPP-3
6.5,4,North Carolina,15,46,45,Jan 08,PPP-4
1,1,North Carolina,15,50,49,Jan 01,Election 2008-1
300,3,North Dakota,3,38,55,Oct 28,Pharos Research Group-3
300,3,North Dakota,3,40,54,Oct 28,Mason Dixon-3
293,3,North Dakota,3,39,49,Oct 21,Pharos Research Group-3
290.5,2,North Dakota,3,40,54,Oct 18,Rasmussen-2
286.5,4,North Dakota,3,32,57,Oct 15,Essman Research-4
277,3,North Dakota,3,40,54,Oct 05,Mason Dixon-3
191.5,2,North Dakota,3,36,51,Jul 11,Rasmussen-2
156,3,North Dakota,3,39,52,Jun 06,Mason Dixon-3
1,1,North Dakota,3,45,53,Jan 01,Election 2008-1
305,1,Ohio,18,49,49,Nov 01,Rasmussen-1
304.5,2,Ohio,18,51,45,Nov 01,Marist Coll.-2
304,3,Ohio,18,47,45,Nov 01,IPSOS-3
304,3,Ohio,18,50,47,Nov 01,ORC International-3
302.5,2,Ohio,18,50,45,Oct 30,PPP-2
302,11,Ohio,18,50,48,Nov 03,Columbus Dispatch-11
301.5,4,Ohio,18,48,45,Oct 30,IPSOS-4
301,1,Ohio,18,48,50,Oct 28,Rasmussen-1
301,3,Ohio,18,49,45,Oct 29,Zogby-3
300.5,4,Ohio,18,48,45,Oct 29,SurveyUSA-4
300.5,6,Ohio,18,48,46,Oct 30,U. of Cincinnati-6
300,3,Ohio,18,49,46,Oct 28,Pharos Research Group-3
300,3,Ohio,18,51,47,Oct 28,PPP-3
298.5,6,Ohio,18,50,45,Oct 28,Quinnipiac U.-6
297,3,Ohio,18,46,44,Oct 25,Purple Strategies-3
297,3,Ohio,18,49,47,Oct 25,ARG-3
297,3,Ohio,18,50,46,Oct 25,ORC International-3
296,1,Ohio,18,48,48,Oct 23,Rasmussen-1
295.5,2,Ohio,18,49,44,Oct 23,Abt SRBI-2
294,3,Ohio,18,47,44,Oct 22,SurveyUSA-3
293.5,6,Ohio,18,49,49,Oct 23,U. of Cincinnati-6
293,3,Ohio,18,50,45,Oct 21,Pharos Research Group-3
292.5,4,Ohio,18,47,47,Oct 21,Suffolk U.-4
292,3,Ohio,18,48,48,Oct 20,Angus-Reid-3
292,3,Ohio,18,49,48,Oct 20,PPP-3
291.5,4,Ohio,18,50,45,Oct 20,Quinnipiac U.-4
290.5,2,Ohio,18,46,43,Oct 18,Fox News-2
290,1,Ohio,18,49,48,Oct 17,Rasmussen-1
288,1,Ohio,18,46,47,Oct 15,Pulse Opinion Research-1
286.5,4,Ohio,18,45,42,Oct 15,SurveyUSA-4
285.5,2,Ohio,18,51,46,Oct 13,PPP-2
283,1,Ohio,18,48,47,Oct 10,Rasmussen-1
281,3,Ohio,18,46,42,Oct 09,Zogby-3
281,3,Ohio,18,51,45,Oct 09,Marist Coll.-3
279.5,4,Ohio,18,45,44,Oct 08,SurveyUSA-4
279.5,4,Ohio,18,47,48,Oct 08,ARG-4
279.5,4,Ohio,18,51,47,Oct 08,ORC International-4
277,1,Ohio,18,50,49,Oct 04,Rasmussen-1
273.5,2,Ohio,18,51,43,Oct 01,Marist Coll.-2
271.5,4,Ohio,18,49,45,Sep 30,PPP-4
267,11,Ohio,18,51,42,Sep 29,Columbus Dispatch-11
264,5,Ohio,18,52,44,Sep 23,Washington Post-5
264,7,Ohio,18,53,43,Sep 24,Quinnipiac U.-7
260,3,Ohio,18,49,42,Sep 18,Fox News-3
260,5,Ohio,18,48,44,Sep 19,Purple Strategies-5
258.5,6,Ohio,18,51,46,Sep 18,U. of Cincinnati-6
255,1,Ohio,18,47,46,Sep 12,Rasmussen-1
254,3,Ohio,18,48,47,Sep 12,ARG-3
253,3,Ohio,18,50,43,Sep 11,Marist Coll.-3
251,3,Ohio,18,50,45,Sep 09,PPP-3
232,11,Ohio,18,45,45,Aug 25,Columbus Dispatch-11
230.5,6,Ohio,18,49,46,Aug 21,U. of Cincinnati-6
230,7,Ohio,18,50,44,Aug 21,Quinnipiac U.-7
225.5,2,Ohio,18,44,46,Aug 14,Purple Strategies-2
225,1,Ohio,18,45,45,Aug 13,Rasmussen-1
222.5,4,Ohio,18,48,45,Aug 12,PPP-4
208,7,Ohio,18,50,44,Jul 30,Quinnipiac U.-7
199,1,Ohio,18,47,45,Jul 18,Rasmussen-1
192,5,Ohio,18,48,45,Jul 13,Purple Strategies-5
173.5,4,Ohio,18,47,44,Jun 24,PPP-4
173,7,Ohio,18,47,38,Jun 25,Quinnipiac U.-7
153.5,6,Ohio,18,45,48,Jun 05,Purple Strategies-6
149,1,Ohio,18,44,46,May 29,Rasmussen-1
138.5,4,Ohio,18,48,42,May 20,Marist Coll.-4
124.5,4,Ohio,18,50,43,May 06,PPP-4
124.5,6,Ohio,18,45,44,May 07,Quinnipiac U.-6
118,7,Ohio,18,44,42,May 01,Quinnipiac U.-7
111,5,Ohio,18,49,44,Apr 23,Purple Strategies-5
108,1,Ohio,18,46,42,Apr 18,Rasmussen-1
106,3,Ohio,18,45,39,Apr 17,Fox News-3
85,1,Ohio,18,48,40,Mar 26,Rasmussen-1
82,7,Ohio,18,47,41,Mar 26,Quinnipiac U.-7
60.5,2,Ohio,18,50,38,Mar 02,Marist Coll.-2
43,3,Ohio,18,38,44,Feb 13,Fox News-3
40.5,6,Ohio,18,49,46,Feb 12,Quinnipiac U.-6
39,1,Ohio,18,46,42,Feb 08,Rasmussen-1
28.5,2,Ohio,18,49,42,Jan 29,PPP-2
12.5,8,Ohio,18,44,42,Jan 16,Quinnipiac U.-8
1,1,Ohio,18,51,47,Jan 01,Election 2008-1
294,7,Oklahoma,7,33,58,Oct 24,Sooner Poll-7
216.5,20,Oklahoma,7,29,58,Aug 14,Sooner Poll-20
128.5,4,Oklahoma,7,27,62,May 10,Sooner Poll-4
1,1,Oklahoma,7,34,66,Jan 01,Election 2008-1
304.5,2,Oregon,7,52,46,Nov 01,PPP-2
299.5,4,Oregon,7,47,41,Oct 28,Elway Poll-4
290,3,Oregon,7,49,42,Oct 18,SurveyUSA-3
254.5,4,Oregon,7,50,41,Sep 13,SurveyUSA-4
173.5,4,Oregon,7,50,42,Jun 24,PPP-4
128.5,4,Oregon,7,47,43,May 10,SurveyUSA-4
75.5,6,Oregon,7,50,39,Mar 19,SurveyUSA-6
1,1,Oregon,7,57,40,Jan 01,Election 2008-1
306.5,2,Pennsylvania,20,52,46,Nov 03,PPP-2
298.5,6,Pennsylvania,20,49,45,Oct 28,Franklin+Marshall Coll.-6
297,1,Pennsylvania,20,51,46,Oct 24,Rasmussen-1
297,3,Pennsylvania,20,49,43,Oct 25,Global Strategy-3
293,3,Pennsylvania,20,49,46,Oct 21,Pharos Research Group-3
292,3,Pennsylvania,20,52,42,Oct 20,Angus-Reid-3
292,5,Pennsylvania,20,50,45,Oct 21,Muhlenberg Coll.-5
288,1,Pennsylvania,20,48,44,Oct 15,Pulse Opinion Research-1
286,3,Pennsylvania,20,50,46,Oct 14,Quinnipiac U.-3
286,3,Pennsylvania,20,51,44,Oct 14,PPP-3
285,5,Pennsylvania,20,49,45,Oct 14,Muhlenberg Coll.-5
282,1,Pennsylvania,20,51,46,Oct 09,Rasmussen-1
281,1,Pennsylvania,20,47,45,Oct 08,Pulse Opinion Research-1
279,5,Pennsylvania,20,50,42,Oct 08,Global Strategy-5
276,5,Pennsylvania,20,43,40,Oct 05,Siena Coll.-5
267,5,Pennsylvania,20,49,42,Sep 26,Muhlenberg Coll.-5
264,7,Pennsylvania,20,54,42,Sep 24,Quinnipiac U.-7
263.5,6,Pennsylvania,20,52,43,Sep 23,Franklin+Marshall Coll.-6
262,1,Pennsylvania,20,51,39,Sep 19,Rasmussen-1
261,3,Pennsylvania,20,52,40,Sep 19,PPP-3
259,9,Pennsylvania,20,48,40,Sep 20,Mercyhurst University-9
256,7,Pennsylvania,20,50,41,Sep 16,Muhlenberg Coll.-7
253.5,4,Pennsylvania,20,50,39,Sep 12,Global Strategy-4
234,3,Pennsylvania,20,51,42,Aug 23,Global Strategy-3
233,3,Pennsylvania,20,49,40,Aug 22,Muhlenberg Coll.-3
221.5,6,Pennsylvania,20,47,42,Aug 12,Franklin+Marshall Coll.-6
208,7,Pennsylvania,20,53,42,Jul 30,Quinnipiac U.-7
203,3,Pennsylvania,20,49,43,Jul 23,PPP-3
199,1,Pennsylvania,20,48,44,Jul 18,Rasmussen-1
173,7,Pennsylvania,20,45,39,Jun 25,Quinnipiac U.-7
158.5,6,Pennsylvania,20,46,40,Jun 10,Quinnipiac U.-6
152,7,Pennsylvania,20,48,36,Jun 04,Franklin+Marshall Coll.-7
141,1,Pennsylvania,20,47,41,May 21,Rasmussen-1
138.5,4,Pennsylvania,20,50,42,May 20,PPP-4
118,7,Pennsylvania,20,47,39,May 01,Quinnipiac U.-7
86.5,10,Pennsylvania,20,45,40,Apr 01,Muhlenberg Coll.-10
82,7,Pennsylvania,20,45,42,Mar 26,Quinnipiac U.-7
68.5,4,Pennsylvania,20,49,42,Mar 11,PPP-4
68.5,6,Pennsylvania,20,46,40,Mar 12,Quinnipiac U.-6
49,7,Pennsylvania,20,48,37,Feb 21,Muhlenberg Coll.-7
48.5,8,Pennsylvania,20,41,33,Feb 21,Franklin+Marshall Coll.-8
46.5,16,Pennsylvania,20,45,44,Feb 23,Rasmussen-16
19.5,6,Pennsylvania,20,41,30,Jan 22,Franklin+Marshall Coll.-6
1,1,Pennsylvania,20,55,44,Jan 01,Election 2008-1
298.5,4,Rhode Island,4,54,33,Oct 27,Fleming and Assocs.-4
273.5,10,Rhode Island,4,58,32,Oct 05,Brown U.-10
270.5,4,Rhode Island,4,57,33,Sep 29,Fleming and Assocs.-4
50,7,Rhode Island,4,54,37,Feb 22,PPP-7
1,1,Rhode Island,4,63,35,Jan 01,Election 2008-1
11.5,4,South Carolina,9,40,46,Jan 13,IPSOS-4
1,1,South Carolina,9,45,54,Jan 01,Election 2008-1
302.5,4,South Dakota,3,42,50,Oct 31,Nielson Bros.-4
276,5,South Dakota,3,41,52,Oct 05,Nielson Bros.-5
245,9,South Dakota,3,39,54,Sep 06,Nielson Bros.-9
202,5,South Dakota,3,43,49,Jul 23,Nielson Bros.-5
47,3,South Dakota,3,35,44,Feb 17,Nielson Bros.-3
29,3,South Dakota,3,40,46,Jan 30,PPP-3
1,1,South Dakota,3,45,53,Jan 01,Election 2008-1
291.5,6,Tennessee,11,34,59,Oct 21,Middle Tenn. State U.-6
125.5,8,Tennessee,11,40,47,May 09,Princeton Survey-8
50,7,Tennessee,11,39,42,Feb 22,Princeton Survey-7
50,13,Tennessee,11,41,47,Feb 25,Middle Tenn. State U.-13
1,1,Tennessee,11,42,57,Jan 01,Election 2008-1
291,7,Texas,38,39,55,Oct 21,U. of Texas-7
261,17,Texas,38,39,58,Sep 26,Texas Lyceum-17
130,7,Texas,38,35,55,May 13,U. of Texas-7
110.5,4,Texas,38,43,50,Apr 22,PPP-4
42.5,8,Texas,38,36,49,Feb 15,U. of Texas-8
13.5,4,Texas,38,42,49,Jan 15,PPP-4
1,1,Texas,38,44,55,Jan 01,Election 2008-1
302,7,Utah,6,26,69,Nov 01,Dan Jones-7
284,5,Utah,6,20,71,Oct 13,Key Research-5
169,7,Utah,6,26,68,Jun 21,Dan Jones-7
1,1,Utah,6,34,63,Jan 01,Election 2008-1
228,11,Vermont,3,62,25,Aug 21,Castleton State Coll.-11
47.5,12,Vermont,3,58,33,Feb 22,Castleton State Coll.-12
1,1,Vermont,3,67,30,Jan 01,Election 2008-1
304,3,Virginia,13,49,44,Nov 01,IPSOS-3
303.5,2,Virginia,13,49,46,Oct 31,PPP-2
301.5,4,Virginia,13,48,46,Oct 30,IPSOS-4
301,3,Virginia,13,45,49,Oct 29,Zogby-3
298.5,6,Virginia,13,49,47,Oct 28,Quinnipiac U.-6
297.5,4,Virginia,13,44,49,Oct 26,Roanoke Coll.-4
297,1,Virginia,13,48,50,Oct 24,Rasmussen-1
297,3,Virginia,13,47,47,Oct 25,Purple Strategies-3
297,3,Virginia,13,48,48,Oct 25,Zogby-3
297,5,Virginia,13,51,47,Oct 26,Abt SRBI-5
296.5,2,Virginia,13,45,47,Oct 24,Fox News-2
296.5,2,Virginia,13,51,46,Oct 24,PPP-2
295,3,Virginia,13,49,46,Oct 23,Zogby-3
291.5,2,Virginia,13,49,47,Oct 19,PPP-2
291,1,Virginia,13,47,50,Oct 18,Rasmussen-1
288.5,2,Virginia,13,49,48,Oct 16,PPP-2
288,1,Virginia,13,47,46,Oct 15,Pulse Opinion Research-1
286,3,Virginia,13,47,48,Oct 14,ARG-3
284,1,Virginia,13,47,49,Oct 11,Rasmussen-1
281,1,Virginia,13,48,48,Oct 08,Pulse Opinion Research-1
281,3,Virginia,13,47,48,Oct 09,Marist Coll.-3
279.5,6,Virginia,13,51,46,Oct 09,Quinnipiac U.-6
278.5,4,Virginia,13,50,47,Oct 07,PPP-4
277,1,Virginia,13,48,49,Oct 04,Rasmussen-1
276,29,Virginia,13,50,43,Oct 17,Old Dominion U.-29
273.5,2,Virginia,13,48,46,Oct 01,Marist Coll.-2
268.5,4,Virginia,13,49,47,Sep 27,ARG-4
268,3,Virginia,13,46,44,Sep 26,Suffolk U.-3
266.5,10,Virginia,13,47,39,Sep 28,Roanoke Coll.-10
261,3,Virginia,13,49,43,Sep 19,PPP-3
260,3,Virginia,13,50,43,Sep 18,Fox News-3
260,5,Virginia,13,46,43,Sep 19,Purple Strategies-5
257.5,4,Virginia,13,51,46,Sep 16,PPP-4
257,5,Virginia,13,52,44,Sep 16,Washington Post-5
257,7,Virginia,13,50,46,Sep 17,Quinnipiac U.-7
256,1,Virginia,13,49,48,Sep 13,Rasmussen-1
253,3,Virginia,13,49,44,Sep 11,Marist Coll.-3
235,1,Virginia,13,47,47,Aug 23,Rasmussen-1
229.5,4,Virginia,13,50,45,Aug 19,PPP-4
225.5,2,Virginia,13,45,48,Aug 14,Purple Strategies-2
219,1,Virginia,13,48,46,Aug 07,Rasmussen-1
215,7,Virginia,13,49,45,Aug 06,Quinnipiac U.-7
197.5,2,Virginia,13,47,46,Jul 17,Rasmussen-2
194,7,Virginia,13,44,44,Jul 16,Quinnipiac U.-7
192,5,Virginia,13,46,44,Jul 13,Purple Strategies-5
187.5,4,Virginia,13,50,42,Jul 08,PPP-4
154,1,Virginia,13,47,47,Jun 03,Rasmussen-1
153.5,6,Virginia,13,49,46,Jun 05,Purple Strategies-6
152.5,6,Virginia,13,47,42,Jun 04,Quinnipiac U.-6
151,31,Virginia,13,49,42,Jun 15,Old Dominion Univ.-31
138.5,4,Virginia,13,48,44,May 20,Marist Coll.-4
120,5,Virginia,13,51,44,May 02,Washington Post-5
117.5,4,Virginia,13,51,43,Apr 29,PPP-4
113,1,Virginia,13,44,45,Apr 23,Rasmussen-1
111,5,Virginia,13,48,46,Apr 23,Purple Strategies-5
90,11,Virginia,13,40,46,Apr 05,Roanoke Coll.-11
79,1,Virginia,13,51,42,Mar 20,Rasmussen-1
74.5,6,Virginia,13,50,42,Mar 18,Quinnipiac U.-6
60.5,2,Virginia,13,52,35,Mar 02,Marist Coll.-2
52,1,Virginia,13,49,43,Feb 21,Rasmussen-1
50.5,14,Virginia,13,42,43,Feb 26,Roanoke Coll.-14
34.5,6,Virginia,13,47,43,Feb 06,Quinnipiac U.-6
17,3,Virginia,13,45,44,Jan 18,Mason Dixon-3
1,1,Virginia,13,53,46,Jan 01,Election 2008-1
306,3,Washington,12,53,46,Nov 03,PPP-3
302.5,4,Washington,12,54,40,Oct 31,SurveyUSA-4
297.5,14,Washington,12,57,36,Oct 31,U. of Washington-14
288.5,2,Washington,12,50,45,Oct 16,PPP-2
287,1,Washington,12,55,42,Oct 14,Rasmussen-1
286,3,Washington,12,54,40,Oct 14,SurveyUSA-3
281.5,16,Washington,12,52,43,Oct 16,The Washington Poll-16
281.5,16,Washington,12,52,43,Oct 16,U. of Washington-16
272,3,Washington,12,56,36,Sep 30,SurveyUSA-3
269,1,Washington,12,52,41,Sep 26,Rasmussen-1
253.5,4,Washington,12,53,36,Sep 12,Elway Poll-4
251,3,Washington,12,53,42,Sep 09,PPP-3
251,3,Washington,12,54,38,Sep 09,SurveyUSA-3
213.5,2,Washington,12,54,37,Aug 02,SurveyUSA-2
198,3,Washington,12,46,37,Jul 18,SurveyUSA-3
166.5,4,Washington,12,54,41,Jun 17,PPP-4
165.5,4,Washington,12,49,41,Jun 16,Elway Poll-4
128.5,2,Washington,12,50,36,May 09,SurveyUSA-2
48.5,4,Washington,12,53,38,Feb 19,PPP-4
45,3,Washington,12,50,39,Feb 15,SurveyUSA-3
39,3,Washington,12,49,38,Feb 09,Elway Poll-3
14,5,Washington,12,50,39,Jan 16,SurveyUSA-5
1,1,Washington,12,58,40,Jan 01,Election 2008-1
235.5,4,West Virginia,5,38,52,Aug 25,R.L. Repass-4
116.5,4,West Virginia,5,37,54,Apr 28,R.L. Repass-4
1,1,West Virginia,5,43,56,Jan 01,Election 2008-1
306.5,2,Wisconsin,10,51,48,Nov 03,PPP-2
302.5,2,Wisconsin,10,51,46,Oct 30,PPP-2
302,1,Wisconsin,10,49,49,Oct 29,Rasmussen-1
301.5,2,Wisconsin,10,49,46,Oct 29,Marist Coll.-2
300,5,Wisconsin,10,51,42,Oct 29,St. Norbert Coll.-5
299.5,4,Wisconsin,10,51,43,Oct 28,Marquette Law School-4
298,1,Wisconsin,10,49,49,Oct 25,Rasmussen-1
296.5,2,Wisconsin,10,51,45,Oct 24,PPP-2
292,3,Wisconsin,10,51,46,Oct 20,Angus-Reid-3
291,1,Wisconsin,10,50,48,Oct 18,Rasmussen-1
289,3,Wisconsin,10,48,46,Oct 17,Mason Dixon-3
289,3,Wisconsin,10,51,45,Oct 17,Marist Coll.-3
288,1,Wisconsin,10,50,47,Oct 15,Pulse Opinion Research-1
285.5,4,Wisconsin,10,49,48,Oct 14,Marquette Law School-4
282,1,Wisconsin,10,51,49,Oct 09,Rasmussen-1
281,1,Wisconsin,10,50,46,Oct 08,Pulse Opinion Research-1
279.5,6,Wisconsin,10,50,47,Oct 09,Quinnipiac U.-6
278,3,Wisconsin,10,49,47,Oct 06,PPP-3
272.5,2,Wisconsin,10,49,39,Sep 30,Zogby-2
271.5,4,Wisconsin,10,53,42,Sep 30,Marquette Law School-4
261.5,2,Wisconsin,10,52,45,Sep 19,PPP-2
260,1,Wisconsin,10,49,46,Sep 17,Rasmussen-1
260,3,Wisconsin,10,50,45,Sep 18,Marist Coll.-3
257.5,4,Wisconsin,10,54,40,Sep 16,Marquette Law School-4
257,7,Wisconsin,10,51,45,Sep 17,Quinnipiac U.-7
255.5,2,Wisconsin,10,49,48,Sep 13,PPP-2
230,7,Wisconsin,10,49,47,Aug 21,Quinnipiac U.-7
229.5,4,Wisconsin,10,47,48,Aug 19,PPP-4
229.5,4,Wisconsin,10,49,46,Aug 19,Marquette Law School-4
227,1,Wisconsin,10,47,48,Aug 15,Rasmussen-1
225.5,2,Wisconsin,10,49,45,Aug 14,ORC International-2
215.5,4,Wisconsin,10,50,45,Aug 05,Marquette Law School-4
215,7,Wisconsin,10,51,45,Aug 06,Quinnipiac U.-7
206,1,Wisconsin,10,49,46,Jul 25,Rasmussen-1
187.5,4,Wisconsin,10,50,44,Jul 08,PPP-4
187.5,4,Wisconsin,10,51,43,Jul 08,Marquette Law School-4
165.5,4,Wisconsin,10,49,43,Jun 16,Marquette Law School-4
163,1,Wisconsin,10,44,47,Jun 12,Rasmussen-1
144.5,4,Wisconsin,10,51,43,May 26,Marquette Law School-4
139.5,6,Wisconsin,10,49,43,May 22,St. Norbert Coll.-6
132,3,Wisconsin,10,47,46,May 13,PPP-3
130.5,4,Wisconsin,10,46,46,May 12,Marquette Law School-4
129,1,Wisconsin,10,49,45,May 09,Rasmussen-1
117.5,4,Wisconsin,10,51,42,Apr 29,Marquette Law School-4
104,3,Wisconsin,10,50,44,Apr 15,PPP-3
86,1,Wisconsin,10,52,41,Mar 27,Rasmussen-1
85.5,2,Wisconsin,10,52,35,Mar 27,Marist Coll.-2
82.5,4,Wisconsin,10,48,43,Mar 25,Marquette Law School-4
58,1,Wisconsin,10,47,42,Feb 27,Rasmussen-1
55.5,4,Wisconsin,10,53,39,Feb 26,PPP-4
48.5,4,Wisconsin,10,53,38,Feb 19,Marquette Law School-4
20.5,4,Wisconsin,10,48,40,Jan 22,Marquette Law School-4
1,1,Wisconsin,10,56,42,Jan 01,Election 2008-1
1,1,Wyoming,3,33,65,Jan 01,Election 2008-1
